title,year,importance,theme,subtheme,source_quality,repo_relevance,curated_tags,tag_count,tag_token_estimate,tag_rationale,model,error
Can Language Models Use Forecasting Strategies?,2024,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,superforecasting strategies; geopolitical event forecasting; prediction market evaluation; negativity bias detection; weighted brier score; llm prediction limits; human baseline comparison; forecasting strategy failure; gleangen dataset analysis; model bias artifacts,10,38,"Tags derived from the paper's core argument regarding LLM forecasting performance, specific strategies tested, identified biases, and evaluation metrics, while strictly avoiding forbidden terms like 'machine learning' or 'artificial intelligence'.",Qwen/Qwen3.6-35B-A3B,
Crowdsourced versus large language models forecasting: evidence for the accuracy–correlation effect,2026,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,partial_text,core,forecasting benchmark evaluation; human ai correlation analysis; superforecaster performance comparison; predictive aggregation methods; geopolitical risk forecasting; llm accuracy measurement; hybrid ensemble forecasting; market prediction modeling; database query forecasting; algorithmic collective intelligence,10,40,"Tags are derived from the abstract and metadata regarding the comparison of LLMs and human forecasters on the ForecastBench dataset, focusing on correlation effects and aggregation methods without inferring full-text details.",Qwen/Qwen3.6-35B-A3B,
Do Language Models Update their Forecasts with New Information?,2025,Watchlist,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,peripheral,belief updating evaluation; dynamic forecast revision; geopolitical risk forecasting; forecast calibration metrics; metaculus benchmark data; llm confidence estimation; rational belief dynamics; news context integration; probabilistic reasoning limits; conservative update bias,10,39,"Tags are derived from the paper's specific focus on evaluating LLM belief updating in geopolitical forecasting using Metaculus data, avoiding forbidden broad terms by specifying the task, domain, and method.",Qwen/Qwen3.6-35B-A3B,
Evaluating LLMs on Real-World Forecasting Against Expert Forecasters,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,geopolitical risk forecasting; expert forecaster benchmark; metaculus prediction data; brier score evaluation; narrative prompting impact; human crowd comparison; out of distribution events; prediction market liquidity; domain specific accuracy; uncertainty synthesis gap,10,40,"Tags are derived directly from the paper's empirical focus on comparing LLMs against human experts using Metaculus data and Brier scores, avoiding forbidden generic terms by specifying the domain, metric, and specific methodological elements.",Qwen/Qwen3.6-35B-A3B,
ForecastBench: A Dynamic Benchmark of AI Forecasting Capabilities,2024,Core,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,core,dynamic benchmarking; geopolitical risk forecasting; probabilistic prediction evaluation; superforecaster comparison; prediction market data; brier score metrics; data contamination prevention; covariance reasoning tasks; unresolved future events; model fine tuning datasets,10,38,"Tags are derived directly from the paper's focus on a dynamic benchmark for evaluating forecasting capabilities on geopolitical risks, comparing LLMs against human experts using specific metrics and data sources.",Qwen/Qwen3.6-35B-A3B,
Forecasting Future International Events: A Reliable Dataset for Text-Based Event Modeling / WORLDREP,2024,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,core,geopolitical event forecasting; multilateral relation scoring; expert validated dataset; news article prediction; zero shot forecasting benchmark; llm self correction mechanism; international crisis prediction; diplomatic role play benchmark; geopolitical risk assessment; text based event modeling,10,43,"Tags are derived directly from the paper's focus on the WORLDREP dataset, its use of LLMs for nuanced multilateral scoring, and its benchmarking against GDELT for geopolitical event prediction.",Qwen/Qwen3.6-35B-A3B,
Forecasting Future World Events with Neural Networks,2022,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,core,geopolitical event forecasting; retrieval augmented generation; forecasting benchmark dataset; expert judgment automation; calibration evaluation metric; news corpus integration; human baseline comparison; prediction accuracy gap; interval question answering; scale dependent performance,10,39,"Tags are derived directly from the paper's focus on the Autocast dataset, retrieval-augmented neural baselines, and the specific gap between LLM and human expert performance in geopolitical forecasting.",Qwen/Qwen3.6-35B-A3B,
Geoeconomic Pressure,n.d.,Core,"Forecasting, Geopolitical Risk, and Foresight",Geoeconomic and geopolitical risk signals,partial_text,core,geoeconomic risk signals; firm response quantification; tariff impact analysis; sanction effect measurement; export control tracking; textual data extraction; open weight model comparison; prompt variation testing; uncertainty quantification; trade war event forecasting,10,40,"Tags focus on the specific geoeconomic instruments, firm-level outcomes, and methodological techniques (LLM extraction, uncertainty quantification) described in the summary, avoiding forbidden broad AI or political science terms.",Qwen/Qwen3.6-35B-A3B,
LLM-as-a-Prophet: Understanding Predictive Intelligence with Prophet Arena,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,core,probabilistic event forecasting; prediction market benchmark; kalshi dataset analysis; brier score evaluation; market return assessment; information aggregation speed; short term accuracy gap; long horizon prior knowledge; live forecasting benchmark; economic value measurement,10,41,"Tags are derived directly from the paper's focus on evaluating LLMs against prediction market data using specific metrics like Brier score and market return, avoiding forbidden general AI terms.",Qwen/Qwen3.6-35B-A3B,
LLM4Geopolitics: A Framework Leveraging Large Language Models for Predicting Geopolitical Events,2025,Important,"Forecasting, Geopolitical Risk, and Foresight",Geopolitical event prediction systems,abstract_only,important,geopolitical event forecasting; retrieval augmented generation; knowledge graph integration; event severity prediction; interpretable geopolitical narratives; gdealt dataset evaluation; domain adapted language models; geopolitical risk assessment; geopolitical forecasting,9,35,"Tags derived from title and abstract describe the specific forecasting task, RAG methodology, knowledge graph usage, and GDELT dataset context, while avoiding forbidden broad terms by focusing on the applied geopolitical domain and technical components.",Qwen/Qwen3.6-35B-A3B,
LLMs Can Teach Themselves to Better Predict the Future,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,probabilistic forecasting; geopolitical risk assessment; self play learning; direct preference optimization; binary outcome prediction; polymarket dataset; brier score evaluation; reasoning trace ranking; model self improvement; temporal holdout testing,10,37,"Tags are derived directly from the paper's focus on outcome-driven fine-tuning for forecasting using Polymarket data and DPO, avoiding forbidden broad AI terms.",Qwen/Qwen3.6-35B-A3B,
Large Language Model Prediction Capabilities: Evidence from a Real-World Forecasting Tournament,2023,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,probabilistic forecasting; geopolitical risk prediction; human crowd wisdom; metaculus tournament data; brier score analysis; no information baseline; real world prediction tasks; ai forecasting limitations; binary question forecasting; frontier model comparison,10,39,"Tags are derived directly from the title, theme, and summary, focusing on the specific task (probabilistic forecasting), domain (geopolitical risk), dataset (Metaculus), and evaluation metrics (Brier scores) while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
MIRAI: Evaluating LLM Agents for Event Forecasting,2024,Core,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,core,event forecasting benchmark; geopolitical risk assessment; temporal reasoning evaluation; gdelt data integration; agentic tool use; code based api interaction; multi source information retrieval; forecasting accuracy metrics; autonomous agent evaluation; llm agents,10,40,"Tags are derived directly from the paper's title, theme, and summary, focusing on the specific benchmark (MIRAI), the domain (geopolitical/event forecasting), the methodology (agentic tool use, GDELT integration), and the evaluation criteria (temporal reasoning, accuracy), while strictly avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Multi-Source Models for Civil Unrest Forecasting,2016,Curated,"Forecasting, Geopolitical Risk, and Foresight",Geopolitical event prediction systems,partial_text,core,civil unrest prediction; social media forecasting; news data integration; latin america geopolitics; logistic regression lasso; protest event detection; multi source data fusion; political risk assessment; tor network metrics; expert benchmark evaluation,10,40,"Tags are derived directly from the title, summary, and methodology of the 2016 study on forecasting civil unrest in Latin America using multi-source data, avoiding all forbidden terms.",Qwen/Qwen3.6-35B-A3B,
OpenEP: Open-Ended Future Event Prediction,2024,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,important,open ended forecasting; geopolitical risk assessment; future event prediction; stakeholder extraction; historical analogy retrieval; free form outcome generation; dynamic event benchmark; llm prediction failure; multi perspective questioning; open ended future event prediction,10,41,"Tags derive directly from the paper's introduction of the OpenEP task, StkFEP framework, and OpenEPBench dataset, focusing on the specific methodological components and evaluation challenges of open-ended forecasting without using forbidden generic terms.",Qwen/Qwen3.6-35B-A3B,
OracleProto: A Reproducible Framework for Benchmarking LLM Native Forecasting via Knowledge Cutoff and Temporal Masking,2026,Watchlist,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,peripheral,forecasting benchmark framework; temporal masking technique; knowledge cutoff enforcement; data contamination reduction; geopolitical event forecasting; reproducible evaluation protocol; model leakage detection; llm forecasting; knowledge cutoff; temporal masking,10,36,"The paper introduces a specific framework for evaluating forecasting capabilities by enforcing temporal boundaries, so tags focus on the methodological components (masking, cutoffs) and the specific application domain (geopolitical events) while avoiding forbidden broad AI terms.",Qwen/Qwen3.6-35B-A3B,
PROPHET: An Inferable Future Forecasting Benchmark with Causal Intervened Likelihood Estimation,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,core,future forecasting benchmark; causal intervened likelihood; inferable prediction questions; agentic rag evaluation; polymarket prediction data; mediacloud news retrieval; naive rag baseline; interventional probability estimation; temporality assumption testing; forecasting noise reduction,10,39,"Tags derive directly from the paper's core contributions: the PROPHET benchmark, the CIL metric for inferability, the specific data sources (Polymarket/MediaCloud), and the comparative evaluation of agentic versus naive RAG methods.",Qwen/Qwen3.6-35B-A3B,
Pitfalls in Evaluating Language Model Forecasters,2025,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,forecasting evaluation critique; temporal leakage detection; benchmark data contamination; prediction market analysis; calibration metric limitations; geopolitical risk forecasting; foresight methodology review; model extrapolation flaws; search engine retrieval bias; live evaluation requirements,10,40,"Tags are derived from the paper's core argument regarding methodological flaws in LLM forecasting benchmarks, focusing on specific technical issues like leakage, contamination, and metric validity within the domain of geopolitical foresight.",Qwen/Qwen3.6-35B-A3B,
Scaling Open-Ended Reasoning to Predict the Future,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,open ended forecasting; geopolitical risk prediction; event forecasting benchmark; retrieval augmented generation; reinforcement learning alignment; brier score calibration; news based question synthesis; small language model performance; forecasting aggregation; reinforcement learning,10,39,"Tags are derived directly from the paper's core methodology (RAG, RL with Brier reward), domain (geopolitical forecasting), and specific contributions (synthetic dataset, small model performance), avoiding all forbidden broad AI terms.",Qwen/Qwen3.6-35B-A3B,
Scattered Hypothesis Generation for Open-Ended Event Forecasting,2026,Watchlist,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,peripheral,open ended event forecasting; hypothesis generation; reinforcement learning framework; geopolitical risk assessment; diversity reward function; mode collapse prevention; semantic validity alignment; hybrid reward structure; openforecast dataset; openep dataset,10,37,"Tags are derived directly from the paper's title, summary, and methodology, focusing on the specific forecasting task, RL approach, and datasets, while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Simulated Ignorance Fails: A Systematic Study of LLM Behaviors on Forecasting Problems Before Model Knowledge Cutoff,2026,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,forecasting benchmark evaluation; knowledge cutoff leakage; simulated ignorance failure; metaculus binary questions; chain of thought reasoning; model knowledge suppression; retrospective forecasting flaws; brier score performance gap; reinforcement learning rationalization; dynamic benchmark recommendation,10,41,"Tags derive directly from the paper's empirical study of LLM forecasting limitations, focusing on the specific failure of simulated ignorance, the dataset used, and the methodological critique of retrospective evaluation.",Qwen/Qwen3.6-35B-A3B,
The AI-GPR Index: Measuring Geopolitical Risk using Artificial Intelligence,n.d.,Core,"Forecasting, Geopolitical Risk, and Foresight",Geoeconomic and geopolitical risk signals,substantial_full_text,core,geopolitical risk index; semantic news scoring; llm text classification; stock return analysis; oil supply disruption; bilateral trade networks; historical newspaper data; risk intensity measurement; asset pricing volatility; geoeconomic forecasting,10,38,"Tags are derived directly from the paper's core argument and empirical applications, focusing on the specific method (semantic scoring), domain objects (oil, trade, stocks), and data sources (newspapers) while strictly avoiding forbidden broad terms like 'machine learning' or 'artificial intelligence'.",Qwen/Qwen3.6-35B-A3B,
The Future Is Unevenly Distributed: Forecasting Ability of LLMs Depends on What We’re Asking,2025,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,prediction market questions; geopolitical risk forecasting; brier score evaluation; recency bias detection; rumour overweighting; definition drift analysis; news context integration; calibration error measurement; binary yes no predictions; model family comparison,10,39,"Tags are derived directly from the paper's specific evaluation metrics, identified failure modes, and domain contexts, avoiding forbidden broad terms by focusing on the granular mechanics of the study.",Qwen/Qwen3.6-35B-A3B,
The Power of Simplicity in LLM-Based Event Forecasting,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,temporal event forecasting; geopolitical risk prediction; retrieval augmented generation; agentic reasoning comparison; structured data retrieval; unstructured semantic noise; model scale performance; token cost efficiency; mirai benchmark evaluation; single turn pipeline,10,39,"Tags derived from the paper's focus on comparing RAG and ReAct frameworks for geopolitical forecasting using the MIRAI benchmark, highlighting the impact of data structure and model size on cost and accuracy.",Qwen/Qwen3.6-35B-A3B,
ThinkTank-ME: A Multi-Expert Framework for Middle East Event Forecasting,2026,Important,"Forecasting, Geopolitical Risk, and Foresight",Geopolitical event prediction systems,substantial_full_text,core,geopolitical event forecasting; multi expert llm collaboration; middle east risk prediction; elite ensemble aggregation; specialized model fine tuning; expert routing strategies; wisdom aggregation methods; polectat fore me benchmark; long tail data mitigation; geopolitical forecasting,10,43,"Tags are derived directly from the paper's title, summary, and methodology, focusing on the specific multi-expert framework, aggregation techniques, regional focus, and benchmark used, while avoiding forbidden broad AI or political science terms.",Qwen/Qwen3.6-35B-A3B,
TimeSeek: Temporal Reliability of Agentic Forecasters,2026,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,agentic forecasting; temporal reliability; prediction market benchmark; kalshi binary markets; web search tool use; selective tool access; market lifecycle analysis; ensemble error reduction; forecast degradation; time aware evaluation,10,37,"Tags are derived directly from the paper's core argument and experimental design, focusing on the specific evaluation of agentic models over time, the use of Kalshi data, and the nuanced findings regarding web search utility.",Qwen/Qwen3.6-35B-A3B,
Toward Better Temporal Structures for Geopolitical Events Forecasting,2026,Curated,"Forecasting, Geopolitical Risk, and Foresight",Geopolitical event prediction systems,substantial_full_text,core,geopolitical event forecasting; temporal knowledge graph; hypergraph structure; complex entity relations; link prediction benchmark; llm resilience analysis; gnn performance comparison; context retrieval impact; dataset shuffling robustness; inference time optimization,10,38,"Tags derive directly from the paper's focus on HTKGH structures, the htkgh-polecat dataset, and the comparative evaluation of LLMs and GNNs on geopolitical forecasting tasks.",Qwen/Qwen3.6-35B-A3B,
TruthTensor: Evaluating LLMs through Human Imitation on Prediction Market under Drift and Holistic Reasoning,2026,Watchlist,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,substantial_full_text,peripheral,prediction market evaluation; human imitation benchmark; forecasting drift measurement; calibration stability analysis; narrative consistency tracking; temporal updating fidelity; live market data assessment; probabilistic reasoning audit; brier score benchmarking; contamination free forecasting,10,40,"Tags are derived directly from the paper's methodology of using live prediction markets to evaluate LLM reasoning stability, drift, and calibration, avoiding forbidden broad terms by focusing on specific evaluation metrics and data contexts.",Qwen/Qwen3.6-35B-A3B,
Wisdom of the silicon crowd: LLM ensemble prediction capabilities rival human crowd accuracy,2024,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,substantial_full_text,core,ensemble forecasting; human crowd comparison; geopolitical risk prediction; metaculus tournament data; prediction aggregation; model calibration bias; binary question forecasting; acquiessence bias detection; simple averaging strategy; wisdom of the crowd,10,38,"Tags derive directly from the paper's core argument regarding ensemble methods, specific dataset (Metaculus), and comparative analysis with human forecasters, avoiding forbidden broad AI/ML terms.",Qwen/Qwen3.6-35B-A3B,
A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios,2024,Curated,"Foundations, Surveys, and Methods",Strategic reasoning and game-theoretic reviews,substantial_full_text,core,social agent taxonomy; game theoretic reasoning; strategic interaction simulation; llm prompt sensitivity; theory of mind capabilities; belief revision mechanisms; game evaluation protocols; reinforcement learning integration; data contamination risks; standardized benchmarking,10,39,"Tags are derived directly from the paper's taxonomy of game frameworks, agent modules, and evaluation metrics, focusing on specific technical components and identified limitations rather than broad source categories.",Qwen/Qwen3.6-35B-A3B,
AI Agents Alone Are Not (Yet) Sufficient for Social Simulation,2026,Curated,"Foundations, Surveys, and Methods","Evaluation, validity, and contamination",substantial_full_text,core,agent based social simulation; behavioral validity assessment; role playing plausibility gap; mechanistic reliability evaluation; environment involved markov game; agent environment co dynamics; counterfactual simulation reliability; epistemic caution in agents; simulation as science framework; institutional constraint modeling,10,45,Tags derive directly from the paper's core argument distinguishing role-playing plausibility from behavioral validity and its proposal of an environment-involved Markov game formulation for rigorous social simulation.,Qwen/Qwen3.6-35B-A3B,
Agent-based modeling as organizational and public policy simulators,2002,Curated,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,partial_text,core,agent based modeling; organizational simulation; public policy simulation; deep uncertainty analysis; robustness based decision making; scenario ensemble evaluation; social system dynamics; complex adaptive systems; policy under uncertainty; simulation driven strategy,10,39,"Tags are derived from the paper's core argument regarding the application of agent-based models to policy under deep uncertainty, focusing on robustness and scenario ensembles rather than specific datasets or empirical results.",Qwen/Qwen3.6-35B-A3B,
Can Large Language Models Transform Computational Social Science?,2024,Core,"Foundations, Surveys, and Methods",Political science and computational social science overviews,substantial_full_text,core,zero shot evaluation; social science benchmarks; text classification limits; free form coding quality; human annotator augmentation; creative bootstrapping; prompting best practices; english language constraints; model selection criteria; annotation pipeline support,10,39,"Tags are derived directly from the paper's evaluation of LLMs on social science benchmarks, focusing on specific tasks like classification and generation, and the identified limitations regarding language scope and replacement of human annotators.",Qwen/Qwen3.6-35B-A3B,
From Individual to Society: A Survey on Social Simulation Driven by Large Language Model-based Agents,2024,Curated,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,substantial_full_text,core,agent based modeling; social simulation survey; llm agent architecture; multi agent collaboration; macro level social dynamics; simulation evaluation metrics; computational sociology methods; agent memory planning; social simulation; multi agent systems,10,39,"Tags are derived directly from the paper's taxonomy of simulation scopes, architectural components, and evaluation frameworks, avoiding forbidden broad terms by focusing on specific methodological aspects of agent-based social modeling.",Qwen/Qwen3.6-35B-A3B,
Game Theory Meets Large Language Models: A Systematic Survey,2024,Curated,"Foundations, Surveys, and Methods",Strategic reasoning and game-theoretic reviews,substantial_full_text,core,strategic reasoning survey; llm game evaluation; game theory alignment; nash equilibrium deviation; shapley value interpretability; minimax preference learning; pro social bias detection; bounded rationality modeling; societal impact simulation; intractable game solving,10,40,"Tags derive directly from the paper's four-part taxonomy and specific findings regarding LLM behavior in game-theoretic contexts, avoiding forbidden broad terms by focusing on specific mechanisms and evaluation types.",Qwen/Qwen3.6-35B-A3B,
"Generative Agents in Agent-Based Modeling: Overview, Validation, and Emerging Challenges",2025,Curated,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,metadata_or_very_short,important,generative agent integration; agent based modeling survey; human behavior simulation; urban social dynamics; hybrid modeling approaches; validation methodology taxonomy; generative agents,7,27,Tags are derived from the title and summary of a 2025 survey paper; specific empirical results or dataset names are not available in the provided metadata.,Qwen/Qwen3.6-35B-A3B,
Integrating LLM in Agent-Based Social Simulation: Opportunities and Challenges,2025,Curated,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,substantial_full_text,core,agent based modeling; social simulation; hybrid architecture; cognitive bias; hallucination risk; micro macro gap; causal opacity; small language models; validation strategy; generative agents,10,32,"Tags derived from the paper's focus on integrating language models into agent-based social simulations, highlighting specific cognitive limitations, architectural proposals, and validation challenges.",Qwen/Qwen3.6-35B-A3B,
Intelligent Computing Social Modeling and Methodological Innovations in Political Science in the Era of Large Language Models,2024,Important,"Foundations, Surveys, and Methods",Political science and computational social science overviews,substantial_full_text,core,computational social modeling; llm agent simulation; us election simulation; agent based modeling benchmark; simulated society construction; qualitative quantitative integration; popper three worlds ontology; interpretability predictability balance; intelligent computing social modeling; agent based simulation,10,42,"Tags are derived directly from the paper's proposed ICSM framework, its specific empirical case study of U.S. elections, and its methodological focus on integrating qualitative and quantitative approaches via LLM agents, while strictly avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
LLM as a Mastermind: A Survey of Strategic Reasoning with Large Language Models,2024,Curated,"Foundations, Surveys, and Methods",Strategic reasoning and game-theoretic reviews,substantial_full_text,core,multi agent interaction; strategic reasoning; game theory applications; economic simulation; societal simulation; prompt engineering; theory of mind; reinforcement learning; evaluation metrics; benchmark gaps,10,32,"Tags derived directly from the survey's taxonomy of strategic reasoning domains, methods, and identified limitations, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
LLM-Based Social Simulations Require a Boundary,2025,Important,"Foundations, Surveys, and Methods","Evaluation, validity, and contamination",substantial_full_text,important,social simulation; behavioral variance; average persona effect; validation gaps; qualitative collective claims; mean alignment; heterogeneity requirements; simulation boundaries; systematic review; ground truth comparison,10,32,"Tags are derived directly from the paper's core argument regarding the 'average persona' effect and its impact on behavioral variance in social simulations, focusing on methodological limitations and validation practices identified in the systematic review.",Qwen/Qwen3.6-35B-A3B,
Large Language Models in Politics and Democracy: A Comprehensive Survey,2024,Core,"Foundations, Surveys, and Methods",Political science and computational social science overviews,substantial_full_text,core,legislative process automation; political communication analysis; diplomatic role play simulation; legal benchmark evaluation; democratic erosion risks; bias mitigation frameworks; hallucination detection methods; voter behavior simulation; policy drafting assistance; disinformation amplification risks,10,40,"Tags are derived directly from the paper's survey of LLM applications in legislative, diplomatic, legal, and communication domains, focusing on specific tasks and identified risks like bias and erosion.",Qwen/Qwen3.6-35B-A3B,
Large language models and political science,2023,Important,"Foundations, Surveys, and Methods",Political science and computational social science overviews,partial_text,core,transformer architecture overview; political speech analysis; misinformation detection methods; electoral integrity threats; campaign micro targeting; sentiment annotation automation; model fine tuning techniques; research reproducibility standards; algorithmic bias mitigation; political communication,10,39,"Tags are derived directly from the paper's summary of LLM applications in political science, covering specific tasks like speech analysis and misinformation detection, as well as methodological concerns such as reproducibility and bias, while strictly avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Large language models empowered agent-based modeling and simulation: a survey and perspectives,2024,Curated,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,substantial_full_text,core,agent based simulation; llm empowered agents; social simulation review; agent perception mechanisms; human alignment strategies; agent action planning; simulation evaluation metrics; hybrid domain modeling; emergent behavior simulation; ethical safety considerations,10,39,"Tags are derived directly from the paper's survey scope covering LLM-integrated agent-based modeling challenges, domains, and evaluation aspects, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
"Leak, Cheat, Repeat: Data Contamination and Evaluation Malpractices in Closed-Source LLMs",2024,Curated,"Foundations, Surveys, and Methods","Evaluation, validity, and contamination",substantial_full_text,core,closed source model evaluation; data contamination detection; indirect data leaking; benchmark exposure analysis; evaluation reproducibility audit; web interface data leakage; baseline comparison standards; model version reporting; systematic literature review; research validity assessment,10,41,"Tags are derived directly from the paper's focus on contamination mechanisms, evaluation malpractices, and the systematic review methodology, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
"Multi-Agent, Human-Agent and Beyond: A Survey on Cooperation in Social Dilemmas",2024,Curated,"Foundations, Surveys, and Methods",Strategic reasoning and game-theoretic reviews,substantial_full_text,core,social dilemma survey; multi agent cooperation; human agent interaction; sequential social dilemmas; intrinsic motivation shaping; adaptive strategy adoption; human bias mitigation; zero determinant strategies; human human scaffolding; social dilemmas,10,38,"Tags are derived directly from the paper's scope covering multi-agent, human-agent, and human-human cooperation in social dilemmas, with the final tag reflecting the explicitly mentioned future direction of LLM integration.",Qwen/Qwen3.6-35B-A3B,
Political-LLM: Large Language Models in Political Science,2024,Core,"Foundations, Surveys, and Methods",Political science and computational social science overviews,substantial_full_text,core,llm taxonomy framework; election prediction models; policy interpretation tasks; public opinion mining; causal inference methods; simulation agent design; bias mitigation strategies; domain specific fine tuning; ethical deployment guidelines; election prediction,10,39,"Tags are derived directly from the paper's survey scope, taxonomy categories, and identified application areas within political science, avoiding forbidden broad terms by focusing on specific methodological and domain aspects.",Qwen/Qwen3.6-35B-A3B,
"The Consequences of Generative AI for Democracy, Governance and War",2023,Watchlist,"Foundations, Surveys, and Methods",Political science and computational social science overviews,abstract_only,watchlist,democratic deliberation risks; authoritarian surveillance tools; cyber attack capabilities; military dehumanization; speculative risk assessment; pragmatic risk management; swift technology adoption; political discourse manipulation; democracy threats,9,33,"Tags are derived from the paper's conceptual analysis of specific risks in democracy, governance, and war, noting the lack of empirical data and reliance on speculative assessment.",Qwen/Qwen3.6-35B-A3B,
Validation is the central challenge for generative social simulation: a critical review of LLMs in agent-based modeling,2025,Important,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,substantial_full_text,core,generative agent based modeling; social simulation validation; behavioral realism assessment; face validity critique; operational validity standards; empirical grounding gaps; black box model transparency; stochastic agent behavior; reproducibility challenges; systematic literature review,10,40,"Tags reflect the paper's focus on validating LLM-integrated agent-based models, highlighting specific methodological critiques like face validity and operational standards while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
AI Arms and Influence: Frontier Models Exhibit Sophisticated Reasoning in Simulated Nuclear Crises,2026,Core,"Geopolitics, Diplomacy, National Security, and Wargaming","Conflict, escalation, and geopolitical simulation",substantial_full_text,core,nuclear crisis simulation; frontier model evaluation; strategic deception detection; theory of mind assessment; escalation dynamics analysis; temporal pressure effects; diplomatic role play benchmark; crisis bargaining behavior; geopolitical event forecasting; nuclear strategy,10,40,"Tags are derived directly from the paper's focus on simulating nuclear crises with frontier models to evaluate strategic reasoning, deception, and escalation under time pressure, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
ALGORITHMIC DIPLOMACY: THE ROLE OF ARTIFICIAL INTELLIGENCE IN SHAPING 21ST CENTURY FOREIGN POLICY DECISIONS,2026,Watchlist,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,partial_text,peripheral,algorithmic diplomacy; foreign policy forecasting; ai negotiation simulation; diplomatic power asymmetry; algorithmic bias risk; black box opacity; multilateral cooperation framework; strategic risk assessment; peripheral strategy; strategic forecasting,10,36,"Tags are derived from the paper's core concepts of algorithmic diplomacy, specific risks like bias and opacity, and governance frameworks, with the final tag reflecting its peripheral repo relevance due to the theoretical nature and limited source text.",Qwen/Qwen3.6-35B-A3B,
ARMOR 2025: A Military-Aligned Benchmark for Evaluating Large Language Model Safety Beyond Civilian Contexts,2026,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,substantial_full_text,core,law of war compliance; rules of engagement testing; military doctrine alignment; ooda loop reasoning; false refusal detection; defense safety benchmark; proportionality assessment; synthetic question generation; doctrinal multiple choice; autonomous deployment readiness,10,40,"Tags are derived directly from the paper's focus on evaluating LLMs against specific military doctrines (Law of War, ROE) using a structured benchmark, avoiding forbidden general AI terms by focusing on the domain-specific evaluation criteria and failure modes identified.",Qwen/Qwen3.6-35B-A3B,
