seed_file,seed_id,seed_priority,seed_category,seed_title,seed_short_name,seed_source_url,seed_notes,resolved_paperId,resolved_title,match_status,year,citationCount,referenceCount,venue,publicationTypes,authors,doi,arxiv,url,abstract
llm_finance_papers.csv,54,P1,Conversational Stock Analysis,FinSphere: A Conversational Stock Analysis Agent based on Large Language Models,FinSphere,https://arxiv.org/abs/2501.12399,Includes Stocksis dataset and stock analysis report generation.,720a07af94e1c44ecbeeafa3c6173731e58b76ef,FinSphere: a real-time stock analysis agent with instruction-tuned large language models and domain-specific tool integration,low_confidence_top_result,2025,1,13,Frontiers of Information Technology & Electronic Engineering,JournalArticle,Shijie Han; Jingshu Zhang; Yiqing Shen; Kaiyuan Yan; Hongguang Li,10.1631/FITEE.2500414,,https://www.semanticscholar.org/paper/720a07af94e1c44ecbeeafa3c6173731e58b76ef,"Current financial large language models (FinLLMs) exhibit two major limitations: the absence of standardized evaluation metrics for stock analysis quality and insufficient analytical depth. We address these limitations with two contributions. First, we introduce AnalyScore, a systematic framework for evaluating the quality of stock analysis. Second, we construct Stocksis, an expert-curated dataset designed to enhance the financial analysis capabilities of large language models (LLMs). Building on Stocksis, together with a novel integration framework and quantitative tools, we develop FinSphere, an artificial intelligence (AI) agent that generates professional-grade stock analysis reports. Evaluations with AnalyScore show that FinSphere consistently surpasses general-purpose LLMs, domain-specific FinLLMs, and existing agent-based systems, even when the latter are enhanced with real-time data access and few-shot guidance. The findings highlight FinSphere’s significant advantages in analytical quality and real-world applicability."
llm_finance_papers.csv,55,P1,Financial Assistant Benchmark,Finance Agent Benchmark: Evaluating Language Model Agents as Financial Assistants,Finance Agent Benchmark,https://arxiv.org/abs/2508.00828,Requires recent SEC filing use and expert-authored tasks.,ff4401b74cbb3c5d9d36df95b46bf1b276876f18,Financial Knowledge Large Language Model,low_confidence_top_result,2024,3,0,arXiv.org,JournalArticle,Cehao Yang; Chengjin Xu; Yiyan Qi,10.48550/arXiv.2407.00365,2407.00365,https://www.semanticscholar.org/paper/ff4401b74cbb3c5d9d36df95b46bf1b276876f18,"Artificial intelligence is making significant strides in the finance industry, revolutionizing how data is processed and interpreted. Among these technologies, large language models (LLMs) have demonstrated substantial potential to transform financial services by automating complex tasks, enhancing customer service, and providing detailed financial analysis. Firstly, we introduce IDEA-FinBench, an evaluation benchmark specifically tailored for assessing financial knowledge in large language models (LLMs). This benchmark utilizes questions from two globally respected and authoritative financial professional exams, aimimg to comprehensively evaluate the capability of LLMs to directly address exam questions pertinent to the finance sector. Secondly, we propose IDEA-FinKER, a Financial Knowledge Enhancement framework designed to facilitate the rapid adaptation of general LLMs to the financial domain, introducing a retrieval-based few-shot learning method for real-time context-level knowledge injection, and a set of high-quality financial knowledge instructions for fine-tuning any general LLM. Finally, we present IDEA-FinQA, a financial question-answering system powered by LLMs. This system is structured around a scheme of real-time knowledge injection and factual enhancement using external knowledge. IDEA-FinQA is comprised of three main modules: the data collector, the data querying module, and LLM-based agents tasked with specific functions."
llm_finance_papers.csv,56,P1,Professional Financial Knowledge,A Preliminary Look at the State of the Art of Large Language Models on Chartered Financial Analyst Exams,LLMs on CFA Exams Preliminary,https://aclanthology.org/2024.emnlp-industry.80/,Useful for baseline professional competence evaluation.,166fb024ca88ea75fdb4779f1c70e43a27744fcc,The State of the Art of Large Language Models on Chartered Financial Analyst Exams,near,2024,8,37,Conference on Empirical Methods in Natural Language Processing,JournalArticle; Conference; Review,Mahmoud Mahfouz; Ethan Callanan; Mathieu Sibue; Antony Papadimitriou; Zhiqiang Ma; Xiaomo Liu; Xiaodan Zhu,10.18653/v1/2024.emnlp-industry.80,,https://www.semanticscholar.org/paper/166fb024ca88ea75fdb4779f1c70e43a27744fcc,"The Chartered Financial Analyst (CFA) program is one of the most widely recognized financial certifications globally. In this work, we test a variety of state-of-the-art large language models (LLMs) on mock CFA exams to provide an overview of their financial analysis capabilities using the same evaluation standards applied for human professionals. We benchmark five leading proprietary models and eight open-source models on all three levels of the CFA through challenging multiple-choice and essay questions. We find that flagship proprietary models perform relatively well and can solidly pass levels I and II exams, but fail at level III due to essay questions. Open-source models generally fall short of estimated passing scores, but still show strong performance considering their size, cost, and availability advantages. We also find that using textbook data helps bridge the gap between open-source and proprietary models to a certain extent, despite reduced gains in CFA levels II and III. By understanding the current financial analysis abilities of LLMs, we aim to guide practitioners on which models are best suited for enhancing automation in the financial industry."
llm_finance_papers.csv,57,P1,Professional Financial Reasoning,Advanced Financial Reasoning at Scale: Large Language Models on Chartered Financial Analyst Level III,LLMs on CFA Level III,https://arxiv.org/abs/2507.02954,Compares reasoning methods such as Chain of Thought and Self-Discover.,0ad864609ce79a0988148389bd05879e83b59502,Advanced Financial Reasoning at Scale: A Comprehensive Evaluation of Large Language Models on CFA Level III,low_confidence_top_result,2025,3,19,arXiv.org,JournalArticle,P. Shetty; Abhisek Upadhayaya; P. Shah; Srikanth Jagabathula; Shilpi Nayak; Anna Joo Fee,10.48550/arXiv.2507.02954,2507.02954,https://www.semanticscholar.org/paper/0ad864609ce79a0988148389bd05879e83b59502,"As financial institutions increasingly adopt Large Language Models (LLMs), rigorous domain-specific evaluation becomes critical for responsible deployment. This paper presents a comprehensive benchmark evaluating 23 state-of-the-art LLMs on the Chartered Financial Analyst (CFA) Level III exam - the gold standard for advanced financial reasoning. We assess both multiple-choice questions (MCQs) and essay-style responses using multiple prompting strategies including Chain-of-Thought and Self-Discover. Our evaluation reveals that leading models demonstrate strong capabilities, with composite scores such as 79.1% (o4-mini) and 77.3% (Gemini 2.5 Flash) on CFA Level III. These results, achieved under a revised, stricter essay grading methodology, indicate significant progress in LLM capabilities for high-stakes financial applications. Our findings provide crucial guidance for practitioners on model selection and highlight remaining challenges in cost-effective deployment and the need for nuanced interpretation of performance against professional benchmarks."
llm_finance_papers.csv,58,P1,Professional Financial Knowledge / RAG,Can Large Language Models Tackle the Chartered Financial Analyst Exam?,LLMs and CFA Exam,https://arxiv.org/abs/2509.04468,Uses official mock exam questions across CFA Levels I to III.,166fb024ca88ea75fdb4779f1c70e43a27744fcc,The State of the Art of Large Language Models on Chartered Financial Analyst Exams,low_confidence_top_result,2024,8,37,Conference on Empirical Methods in Natural Language Processing,JournalArticle; Conference; Review,Mahmoud Mahfouz; Ethan Callanan; Mathieu Sibue; Antony Papadimitriou; Zhiqiang Ma; Xiaomo Liu; Xiaodan Zhu,10.18653/v1/2024.emnlp-industry.80,,https://www.semanticscholar.org/paper/166fb024ca88ea75fdb4779f1c70e43a27744fcc,"The Chartered Financial Analyst (CFA) program is one of the most widely recognized financial certifications globally. In this work, we test a variety of state-of-the-art large language models (LLMs) on mock CFA exams to provide an overview of their financial analysis capabilities using the same evaluation standards applied for human professionals. We benchmark five leading proprietary models and eight open-source models on all three levels of the CFA through challenging multiple-choice and essay questions. We find that flagship proprietary models perform relatively well and can solidly pass levels I and II exams, but fail at level III due to essay questions. Open-source models generally fall short of estimated passing scores, but still show strong performance considering their size, cost, and availability advantages. We also find that using textbook data helps bridge the gap between open-source and proprietary models to a certain extent, despite reduced gains in CFA levels II and III. By understanding the current financial analysis abilities of LLMs, we aim to guide practitioners on which models are best suited for enhancing automation in the financial industry."
llm_geopolitics_geoeconomics_governance_papers.csv,1,Core,Survey and foundations,Political-LLM: Large Language Models in Political Science,,https://arxiv.org/abs/2412.06864,Good entry point for a political science oriented literature review.,aa7b433150591d9eae496a168cea670216775e23,Political-LLM: Large Language Models in Political Science,exact,2024,32,0,arXiv.org,JournalArticle,Lincan Li; Jiaqi Li; Catherine Chen; Fred Gui; Hongjian Yang; Chenxiao Yu; Zhengguang Wang; J. Cai; Junlong Zhou; Bolin Shen; Alexander Qian; Weixin Chen; Zhongkai Xue; Lichao Sun; Lifang He; Hanjie Chen; Kaize Ding; Zijia Du; Fangzhou Mu; Jiaxin Pei; Jieyu Zhao; Swabha Swayamdipta; Willie Neiswanger; Hua Wei; Xiyang Hu; Shixiang Zhu; Tian-Xiang Chen; Ying-Liang Lu; Yang Shi; Li Qin; Tianfan Fu; Zhengzhong Tu; Yuzhe Yang; Jaemin Yoo; Jiaheng Zhang; Ryan A. Rossi; Liang Zhan; Liangxuan Zhao; Emilio Ferrara; Yan Liu; Furong Huang; Xiangliang Zhang; L. Rothenberg; Shuiwang Ji; Philip S. Yu; Yue Zhao; Yushun Dong,10.48550/arXiv.2412.06864,2412.06864,https://www.semanticscholar.org/paper/aa7b433150591d9eae496a168cea670216775e23,"In recent years, large language models (LLMs) have been widely adopted in political science tasks such as election prediction, sentiment analysis, policy impact assessment, and misinformation detection. Meanwhile, the need to systematically understand how LLMs can further revolutionize the field also becomes urgent. In this work, we--a multidisciplinary team of researchers spanning computer science and political science--present the first principled framework termed Political-LLM to advance the comprehensive understanding of integrating LLMs into computational political science. Specifically, we first introduce a fundamental taxonomy classifying the existing explorations into two perspectives: political science and computational methodologies. In particular, from the political science perspective, we highlight the role of LLMs in automating predictive and generative tasks, simulating behavior dynamics, and improving causal inference through tools like counterfactual generation; from a computational perspective, we introduce advancements in data preparation, fine-tuning, and evaluation methods for LLMs that are tailored to political contexts. We identify key challenges and future directions, emphasizing the development of domain-specific datasets, addressing issues of bias and fairness, incorporating human expertise, and redefining evaluation criteria to align with the unique requirements of computational political science. Political-LLM seeks to serve as a guidebook for researchers to foster an informed, ethical, and impactful use of Artificial Intelligence in political science. Our online resource is available at: http://political-llm.org/."
llm_geopolitics_geoeconomics_governance_papers.csv,2,Core,Survey and foundations,Large Language Models in Politics and Democracy: A Comprehensive Survey,,https://arxiv.org/abs/2412.04498,"Useful for framing governance, democratic process, transparency, accountability, and political communication.",8b388432664606b573c3c73fdd6c68eba11141b7,Large Language Models in Politics and Democracy: A Comprehensive Survey,exact,2024,5,49,arXiv.org,JournalArticle; Review,Goshi Aoki,10.48550/arXiv.2412.04498,2412.04498,https://www.semanticscholar.org/paper/8b388432664606b573c3c73fdd6c68eba11141b7,"The advancement of generative AI, particularly large language models (LLMs), has a significant impact on politics and democracy, offering potential across various domains, including policymaking, political communication, analysis, and governance. This paper surveys the recent and potential applications of LLMs in politics, examining both their promises and the associated challenges. This paper examines the ways in which LLMs are being employed in legislative processes, political communication, and political analysis. Moreover, we investigate the potential of LLMs in diplomatic and national security contexts, economic and social modeling, and legal applications. While LLMs offer opportunities to enhance efficiency, inclusivity, and decision-making in political processes, they also present challenges related to bias, transparency, and accountability. The paper underscores the necessity for responsible development, ethical considerations, and governance frameworks to ensure that the integration of LLMs into politics aligns with democratic values and promotes a more just and equitable society."
llm_geopolitics_geoeconomics_governance_papers.csv,3,Core,Survey and foundations,Can Large Language Models Transform Computational Social Science?,,https://aclanthology.org/2024.cl-1.8/,Important methodological baseline; distinguishes classification performance from simulation and research-assistance value.,93752cae0d4ecd2d09d6660feb3c1860af973f18,Can Large Language Models Transform Computational Social Science?,exact,2023,507,309,International Conference on Computational Logic,JournalArticle,Caleb Ziems; William B. Held; Omar Shaikh; Jiaao Chen; Zhehao Zhang; Diyi Yang,10.1162/coli_a_00502,2305.03514,https://www.semanticscholar.org/paper/93752cae0d4ecd2d09d6660feb3c1860af973f18,"Large language models (LLMs) are capable of successfully performing many language processing tasks zero-shot (without training data). If zero-shot LLMs can also reliably classify and explain social phenomena like persuasiveness and political ideology, then LLMs could augment the computational social science (CSS) pipeline in important ways. This work provides a road map for using LLMs as CSS tools. Towards this end, we contribute a set of prompting best practices and an extensive evaluation pipeline to measure the zero-shot performance of 13 language models on 25 representative English CSS benchmarks. On taxonomic labeling tasks (classification), LLMs fail to outperform the best fine-tuned models but still achieve fair levels of agreement with humans. On free-form coding tasks (generation), LLMs produce explanations that often exceed the quality of crowdworkers’ gold references. We conclude that the performance of today’s LLMs can augment the CSS research pipeline in two ways: (1) serving as zero-shot data annotators on human annotation teams, and (2) bootstrapping challenging creative generation tasks (e.g., explaining the underlying attributes of a text). In summary, LLMs are posed to meaningfully participate in social science analysis in partnership with humans."
llm_geopolitics_geoeconomics_governance_papers.csv,4,Important,Survey and foundations,Large language models and political science,,https://www.frontiersin.org/journals/political-science/articles/10.3389/fpos.2023.1257092/full,Early framing paper; useful historically even if newer surveys are broader.,417dce73584f8ae4a040f21f303f3edb5ff0b7ee,Large language models and political science,exact,2023,36,61,Frontiers in Political Science,JournalArticle,Mitchell Linegar; Rafal Kocielnik; R. M. Alvarez,10.3389/fpos.2023.1257092,,https://www.semanticscholar.org/paper/417dce73584f8ae4a040f21f303f3edb5ff0b7ee,"Large Language Models (LLMs) are a type of artificial intelligence that uses information from very large datasets to model the use of language and generate content. While LLMs like GPT-3 have been used widely in many applications, the recent public release of OpenAI's ChatGPT has opened more debate about the potential uses and abuses of LLMs. In this paper, we provide a brief introduction to LLMs and discuss their potential application in political science and political methodology. We use two examples of LLMs from our recent research to illustrate how LLMs open new areas of research. We conclude with a discussion of how researchers can use LLMs in their work, and issues that researchers need to be aware of regarding using LLMs in political science and political methodology."
llm_geopolitics_geoeconomics_governance_papers.csv,5,Core,Survey and foundations,Large language models empowered agent-based modeling and simulation: a survey and perspectives,,https://www.nature.com/articles/s41599-024-03611-3,Best general bridge from language models to agent-based modeling and simulation.,592ac35991e583fc37c26ee6659d2deb85142ad9,Large language models empowered agent-based modeling and simulation: a survey and perspectives,exact,2023,398,258,Humanities and Social Sciences Communications,JournalArticle; Review,Chen Gao; Xiaochong Lan; Nian Li; Yuan Yuan; Jingtao Ding; Zhilun Zhou; Fengli Xu; Yong Li,10.1057/s41599-024-03611-3,2312.11970,https://www.semanticscholar.org/paper/592ac35991e583fc37c26ee6659d2deb85142ad9,"Agent-based modeling and simulation have evolved as a powerful tool for modeling complex systems, offering insights into emergent behaviors and interactions among diverse agents. Recently, integrating large language models into agent-based modeling and simulation presents a promising avenue for enhancing simulation capabilities. This paper surveys the landscape of utilizing large language models in agent-based modeling and simulation, discussing their challenges and promising future directions. In this survey, since this is an interdisciplinary field, we first introduce the background of agent-based modeling and simulation and large language model-empowered agents. We then discuss the motivation for applying large language models to agent-based simulation and systematically analyze the challenges in environment perception, human alignment, action generation, and evaluation. Most importantly, we provide a comprehensive overview of the recent works of large language model-empowered agent-based modeling and simulation in multiple scenarios, which can be divided into four domains: cyber, physical, social, and hybrid, covering simulation of both real-world and virtual environments, and how these works address the above challenges. Finally, since this area is new and quickly evolving, we discuss the open problems and promising future directions. We summarize the representative papers along with their code repositories in https://github.com/tsinghua-fib-lab/LLM-Agent-Based-Modeling-and-Simulation."
llm_geopolitics_geoeconomics_governance_papers.csv,6,Core,"Strategic, diplomatic, and military simulation",Escalation Risks from Language Models in Military and Diplomatic Decision-Making,,https://arxiv.org/abs/2401.03408,Essential safety and evaluation paper for high-risk strategic decision support.,7164f67023761f0c5962bb88ffb775e725cb94de,Escalation Risks from Language Models in Military and Diplomatic Decision-Making,exact,2024,85,27,"Conference on Fairness, Accountability and Transparency",JournalArticle; Book,Juan-Pablo Rivera; Gabriel Mukobi; Anka Reuel; Max Lamparth; Chandler Smith; Jacquelyn G. Schneider,10.1145/3630106.3658942,2401.03408,https://www.semanticscholar.org/paper/7164f67023761f0c5962bb88ffb775e725cb94de,"Governments are increasingly considering integrating autonomous AI agents in high-stakes military and foreign-policy decision-making, especially with the emergence of advanced generative AI models like GPT-4. Our work aims to scrutinize the behavior of multiple AI agents in simulated wargames, specifically focusing on their predilection to take escalatory actions that may exacerbate multilateral conflicts. Drawing on political science and international relations literature about escalation dynamics, we design a novel wargame simulation and scoring framework to assess the escalation risks of actions taken by these agents in different scenarios. Contrary to prior studies, our research provides both qualitative and quantitative insights and focuses on large language models (LLMs). We find that all five studied off-the-shelf LLMs show forms of escalation and difficult-to-predict escalation patterns. We observe that models tend to develop arms-race dynamics, leading to greater conflict, and in rare cases, even to the deployment of nuclear weapons. Qualitatively, we also collect the models’ reported reasoning for chosen actions and observe worrying justifications based on deterrence and first-strike tactics. Given the high stakes of military and foreign-policy contexts, we recommend further examination and cautious consideration before deploying autonomous language model agents for strategic military or diplomatic decision-making."
llm_geopolitics_geoeconomics_governance_papers.csv,7,Core,"Strategic, diplomatic, and military simulation",Behavioral Differences Between Expert Humans and Language Models in Wargame Simulations / Human vs. Machine,,https://arxiv.org/html/2403.03407v4,Directly addresses whether language model role play resembles expert strategic behavior.,83650e37a1c446fedbf90144973e91695e814fa3,Human vs. Machine: Behavioral Differences between Expert Humans and Language Models in Wargame Simulations,near,2024,23,56,"AAAI/ACM Conference on AI, Ethics, and Society",JournalArticle,Max Lamparth; Anthony Corso; Jacob Ganz; O. Mastro; Jacquelyn G. Schneider; Harold Trinkunas,10.1609/aies.v7i1.31681,2403.03407,https://www.semanticscholar.org/paper/83650e37a1c446fedbf90144973e91695e814fa3,"To some, the advent of artificial intelligence (AI) promises better decision-making and increased military effectiveness while reducing the influence of human error and emotions. However, there is still debate about how AI systems, especially large language models (LLMs) that can be applied to many tasks, behave compared to humans in high-stakes military decision-making scenarios with the potential for increased risks towards escalation and unnecessary conflicts. To test this potential and scrutinize the use of LLMs for such purposes, we use a new wargame experiment with 107 national security experts designed to examine crisis escalation in a fictional US-China scenario and compare the behavior of human player teams to LLM-simulated team responses in separate simulations. Wargames have a long history in the development of military strategy and the response of nations to threats or attacks. Here, we find that the LLM-simulated responses can be more aggressive and significantly affected by changes in the scenario. We show a considerable high-level agreement in the LLM and human responses and significant quantitative and qualitative differences in individual actions and strategic tendencies. These differences depend on intrinsic biases in LLMs regarding the appropriate level of violence following strategic instructions, the choice of LLM, and whether the LLMs are tasked to decide for a team of players directly or first to simulate dialog between a team of players. When simulating the dialog, the discussions lack quality and maintain a farcical harmony. The LLM simulations cannot account for human player characteristics, showing no significant difference even for extreme traits, such as “pacifist” or “aggressive sociopath.” When probing behavioral consistency across individual moves of the simulation, the tested LLMs deviated from each other but generally showed somewhat consistent behavior. Our results motivate policymakers to be cautious before granting autonomy or following AI-based strategy recommendations."
llm_geopolitics_geoeconomics_governance_papers.csv,8,Important,"Strategic, diplomatic, and military simulation",Open-Ended Wargames with Large Language Models,,https://arxiv.org/html/2404.11446v1,Useful engineering reference for building interactive strategic simulation environments.,ea67a8b976918544d93185fe8ef5c3e726eb83f2,Open-Ended Wargames with Large Language Models,exact,2024,6,37,arXiv.org,JournalArticle,D. Hogan; Andrea Brennen,10.48550/arXiv.2404.11446,2404.11446,https://www.semanticscholar.org/paper/ea67a8b976918544d93185fe8ef5c3e726eb83f2,"Wargames are a powerful tool for understanding and rehearsing real-world decision making. Automated play of wargames using artificial intelligence (AI) enables possibilities beyond those of human-conducted games, such as playing the game many times over to see a range of possible outcomes. There are two categories of wargames: quantitative games, with discrete types of moves, and qualitative games, which revolve around open-ended responses. Historically, automation efforts have focused on quantitative games, but large language models (LLMs) make it possible to automate qualitative wargames. We introduce""Snow Globe,""an LLM-powered multi-agent system for playing qualitative wargames. With Snow Globe, every stage of a text-based qualitative wargame from scenario preparation to post-game analysis can be optionally carried out by AI, humans, or a combination thereof. We describe its software architecture conceptually and release an open-source implementation alongside this publication. As case studies, we simulate a tabletop exercise about an AI incident response and a political wargame about a geopolitical crisis. We discuss potential applications of the approach and how it fits into the broader wargaming ecosystem."
llm_geopolitics_geoeconomics_governance_papers.csv,9,Important,"Strategic, diplomatic, and military simulation",Simulating Influence Dynamics with LLM Agents,,https://arxiv.org/html/2503.08709v1,"Relevant for information operations, strategic influence, and institutional response simulation.",c92e799701f843d77e78b9734b896db0a964318c,Simulating Influence Dynamics with LLM Agents,exact,2025,5,32,BigData Congress [Services Society],JournalArticle; Conference,Mehwish Nasim; S. Gilani; Amin Qasmi; Usman Naseem,10.1109/BigData66926.2025.11401885,2503.08709,https://www.semanticscholar.org/paper/c92e799701f843d77e78b9734b896db0a964318c,"This paper introduces a simulator designed for opinion dynamics researchers to model competing influences within social networks in the presence of LLM-based agents. By integrating established opinion dynamics principles with state-of-the-art LLMs, this tool enables the study of influence propagation and counter-misinformation strategies. The simulator is particularly valuable for researchers in social science, psychology, and operations research, allowing them to analyse societal phenomena without requiring extensive coding expertise."
llm_geopolitics_geoeconomics_governance_papers.csv,10,Important,"Strategic, diplomatic, and military simulation","LLMs as Strategic Actors: Behavioral Alignment, Risk Calibration, and Argumentation Framing in Geopolitical Simulations",,https://arxiv.org/abs/2603.02128,Emerging work directly focused on large language models as strategic actors.,579cc1939535f6a2216eb0e5a3f19afdb1564382,"LLMs as Strategic Actors: Behavioral Alignment, Risk Calibration, and Argumentation Framing in Geopolitical Simulations",exact,2026,1,28,,,Veronika Solopova; V. Skorik; M. Tereshchenko; Alina Haidun; Ostap Vykhopen,,2603.02128,https://www.semanticscholar.org/paper/579cc1939535f6a2216eb0e5a3f19afdb1564382,"Large language models (LLMs) are increasingly proposed as agents in strategic decision environments, yet their behavior in structured geopolitical simulations remains under-researched. We evaluate six popular state-of-the-art LLMs alongside results from human results across four real-world crisis simulation scenarios, requiring models to select predefined actions and justify their decisions across multiple rounds. We compare models to humans in action alignment, risk calibration through chosen actions'severity, and argumentative framing grounded in international relations theory. Results show that models approximate human decision patterns in base simulation rounds but diverge over time, displaying distinct behavioural profiles and strategy updates. LLM explanations for chosen actions across all models exhibit a strong normative-cooperative framing centered on stability, coordination, and risk mitigation, with limited adversarial reasoning."
llm_geopolitics_geoeconomics_governance_papers.csv,11,Core,"Strategic, diplomatic, and military simulation",Critical Foreign Policy Decisions Benchmark: Measuring Diplomatic Preferences in Large Language Models,,https://arxiv.org/abs/2503.06263,Important benchmark for turning foreign policy preferences into measurable model behavior.,8c9a7a375a80e41850ea043deda0935376759d04,Critical Foreign Policy Decisions (CFPD)-Benchmark: Measuring Diplomatic Preferences in Large Language Models,near,2025,4,89,arXiv.org,JournalArticle,Benjamin Jensen; Ian J. Reynolds; Yasir Atalan; Michael Garcia; Austin Woo; Anthony Chen; Trevor Howarth,10.48550/arXiv.2503.06263,2503.06263,https://www.semanticscholar.org/paper/8c9a7a375a80e41850ea043deda0935376759d04,"As national security institutions increasingly integrate Artificial Intelligence (AI) into decision-making and content generation processes, understanding the inherent biases of large language models (LLMs) is crucial. This study presents a novel benchmark designed to evaluate the biases and preferences of seven prominent foundation models-Llama 3.1 8B Instruct, Llama 3.1 70B Instruct, GPT-4o, Gemini 1.5 Pro-002, Mixtral 8x22B, Claude 3.5 Sonnet, and Qwen2 72B-in the context of international relations (IR). We designed a bias discovery study around core topics in IR using 400-expert crafted scenarios to analyze results from our selected models. These scenarios focused on four topical domains including: military escalation, military and humanitarian intervention, cooperative behavior in the international system, and alliance dynamics. Our analysis reveals noteworthy variation among model recommendations based on scenarios designed for the four tested domains. Particularly, Qwen2 72B, Gemini 1.5 Pro-002 and Llama 3.1 8B Instruct models offered significantly more escalatory recommendations than Claude 3.5 Sonnet and GPT-4o models. All models exhibit some degree of country-specific biases, often recommending less escalatory and interventionist actions for China and Russia compared to the United States and the United Kingdom. These findings highlight the necessity for controlled deployment of LLMs in high-stakes environments, emphasizing the need for domain-specific evaluations and model fine-tuning to align with institutional objectives."
llm_geopolitics_geoeconomics_governance_papers.csv,12,Core,"Strategic, diplomatic, and military simulation",Benchmarking LLMs for Political Science: A United Nations Perspective / United Nations Benchmark,,https://arxiv.org/abs/2502.14122,Useful for diplomatic-process modeling and international-organization decision simulation.,7eebf193264a7810c26d2b9efd873862c6cd771e,Benchmarking LLMs for Political Science: A United Nations Perspective,near,2025,5,21,Proceedings of the AAAI Conference on Artificial Intelligence,JournalArticle; Conference,Yueqing Liang; Liangwei Yang; Chen Wang; Congying Xia; Rui Meng; Xiongxiao Xu; Haoran Wang; Ali Payani; Kai Shu,10.48550/arXiv.2502.14122,2502.14122,https://www.semanticscholar.org/paper/7eebf193264a7810c26d2b9efd873862c6cd771e,"Large Language Models (LLMs) have achieved significant advances in natural language processing, yet their potential for high-stake political decision-making remains largely unexplored. This paper addresses the gap by focusing on the application of LLMs to the United Nations (UN) decision-making process, where the stakes are particularly high and political decisions can have far-reaching consequences. We introduce a novel dataset comprising publicly available UN Security Council (UNSC) records from 1994 to 2024, including draft resolutions, voting records, and diplomatic speeches. Using this dataset, we propose the United Nations Benchmark (UNBench), the first comprehensive benchmark designed to evaluate LLMs across four interconnected political science tasks: co-penholder judgment, representative voting simulation, draft adoption prediction, and representative statement generation. These tasks span the three stages of the UN decision-making process—drafting, voting, and discussing—and aim to assess LLMs' ability to understand and simulate political dynamics. Our experimental analysis demonstrates the potential and challenges of applying LLMs in this domain, providing insights into their strengths and limitations in political science. To the best of our knowledge, this is the first benchmark to systematically evaluate LLMs in UN decision-making, contributing to the growing intersection of AI and political science."
llm_geopolitics_geoeconomics_governance_papers.csv,13,Core,"Strategic, diplomatic, and military simulation",UNSC-Bench: Evaluating LLM Diplomatic Role-Playing Through UN Security Council Vote Prediction,,https://aclanthology.org/2026.mme-main.10.pdf,Strong fit for testing whether diplomatic role conditioning improves prediction.,b559f22f8e2af23ff21ca2f8a5153113e1492277,UNSC-Bench: Evaluating LLM Diplomatic Role-Playing Through UN Security Council Vote Prediction,exact,2026,0,36,Proceedings of the First Workshop on Multilingual Multicultural Evaluation,,Ayush Nangia; A. Gokrani; R. Lazzaroni,10.18653/v1/2026.mme-main.10,,https://www.semanticscholar.org/paper/b559f22f8e2af23ff21ca2f8a5153113e1492277,","
llm_geopolitics_geoeconomics_governance_papers.csv,14,Optional / Engineering,"Strategic, diplomatic, and military simulation",LLM-based wargame scenario generation with domain ontology,,https://journals.sagepub.com/doi/10.1177/00375497251415245,More useful for system construction than for theory.,835f7d933424a9f94faa9a5365c00555ab470272,LLM-based wargame scenario generation with domain ontology and ECA rules,near,2026,0,36,"Simulation (San Diego, Calif.)",JournalArticle,Yongsu Bae; Seokju Hwang; Kyong-Ho Lee; Kyunghwa Lee,10.1177/00375497251415245,,https://www.semanticscholar.org/paper/835f7d933424a9f94faa9a5365c00555ab470272,"Rapid advancements in the text generation capabilities of large language models (LLMs) have expanded their applicability across various domains, notably in scenario generation. This paper introduces a dynamic framework that utilizes the advanced text generation of LLMs to enhance scenario generation and decision-making in the wargame scenario. Our framework, fine-tuned on domain-specific data, automates the generation of complex and adaptive scenarios, responding to user interactions. It integrates a wargame domain ontology to ensure scenario accuracy and employs event–condition–action (ECA) rules for decision-making to improve the realism and explainability of scenarios. In addition, through direct preference optimization (DPO), the framework continually refines scenarios based on user feedback, thereby ensuring highly sophisticated simulations. This approach not only diminishes the time and resources needed for wargame scenario generation but also significantly boosts the effectiveness of training. Our findings highlight the transformative potential of LLMs in automating scenario generation and decision support for wargame simulations, thereby broadening the applicability of scenario generation research to various fields."
llm_geopolitics_geoeconomics_governance_papers.csv,15,Core,Forecasting and event prediction,Approaching Human-Level Forecasting with Language Models,,https://arxiv.org/abs/2402.18563,Key paper for retrieval-augmented and aggregated language model forecasting.,59347f86ce9af155266729e4b0301a29c65abf88,Approaching Human-Level Forecasting with Language Models,exact,2024,77,53,Neural Information Processing Systems,JournalArticle,Danny Halawi; Fred Zhang; Chen Yueh-Han; Jacob Steinhardt,10.48550/arXiv.2402.18563,2402.18563,https://www.semanticscholar.org/paper/59347f86ce9af155266729e4b0301a29c65abf88,"Forecasting future events is important for policy and decision making. In this work, we study whether language models (LMs) can forecast at the level of competitive human forecasters. Towards this goal, we develop a retrieval-augmented LM system designed to automatically search for relevant information, generate forecasts, and aggregate predictions. To facilitate our study, we collect a large dataset of questions from competitive forecasting platforms. Under a test set published after the knowledge cut-offs of our LMs, we evaluate the end-to-end performance of our system against the aggregates of human forecasts. On average, the system nears the crowd aggregate of competitive forecasters, and in some settings surpasses it. Our work suggests that using LMs to forecast the future could provide accurate predictions at scale and help to inform institutional decision making."
